A.1	求出$c$的值,使得理性函数$f(x) = \frac{x^2 + x + c}{x^2 + 2x + c}$的范围不包含$[-1, -\frac{1}{3}]$	我很舒服当被要求计算一个理性函数的范围时,但是我们如何做反转呢?我遇到了这个问题.如果$$f(x)= \frac{x^2 + x + c}{x^2 + 2x + c}$$,那么找到$c$的值,而$f(x)$的范围没有$[-1, -\frac{1}{3}]$.	functions
A.48	提示显示如果$x,y \geq 0$,则$(x+y)^k \geq x^k + y^k$对所有$k \geq 1$	我试图展示以下:如果$x,y \geq 0$,然后$(x+y)^k \geq x^k + y^k$为所有$k \in \mathbb{R_{\geq 1}}$ 现在,我已经尝试了几件事,但似乎没有什么.显然$x \leq x+ y$和因为不平等的两侧都是正的,不平等$x^k \leq (x + y)^k$将保持$k \geq 1$.同样,$y^k \leq (x+y)^k$.加上两个不平等在一起,我们得到:$x^k + y^k \leq 2(x+y)^k$.虽然这很近,当然,这不是我们想要显示的.另,我认为如果我们修复$x,y \geq 0$,让$f(k) = (x+y)^k$,让$x,y \geq 0$0,我们可以用二进制定理证明$x,y \geq 0$1为所有$x,y \geq 0$2.然后,如果我们可以显示$x,y \geq 0$3和$x,y \geq 0$4只有当$x,y \geq 0$5交叉时,我们有幸证明运运,因为我们可以得到$x,y \geq 0$6运行后,我们可以得到$x,y \geq 0$7AZZZAZZAZZ18和$x,y \geq 0$3AZZZZZAZZZQ17AZZZZQZQ20的结合,我们可以看到,因为$x,y \geq 0$3是正的结合,我们可以继续证明$x,y \geq 0$3的结合性是很低的,我们可以证明$x,y \geq 0$3的结合性是很高的,因为$x,y \geq 0$7,$x,y \geq 0$7,$x,y \geq 0$7,$x,y \geq 0$7,$x,y \geq 0$Z1Z1Z1Z1Z1Z1Z1Z1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1X1XXXXX1X1X1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	real-analysis,functions,inequality
A.49	对于这种身份,是否有简单的结合式解释?	我遇到了一个练习,要求我们证明身份:$${2n\choose n}=\sum_{k=0}^n{n\choose k}^2$$练习给出暗示:$$\left(1+x\right)^{2n}=\left[(1+x)^n\right]^2$$使用暗示证明身份并不太难 (身份中的表达式是暗示中的表达式的各自扩展中的$x^n$的系数,当然必须是相同的数量),但我想知道是否有更简洁的等同数计算解释...	combinatorics,binomial-coefficients
A.50	异型系列$\sum{\frac{1}{n^{2+\cos{n}}}}$	问问. 证明$$\sum{\frac{1}{n^{2+\cos{n}}}}$$是分离数. $$\\$$ 我的主要问题是:如果$\epsilon$是无限小的正实数定义$A_{\epsilon}$为所有$n, |2+\cos n|\leq 1+\epsilon$$(n \in A_{\epsilon}\iff-1\leq \cos n \leq -1+\epsilon)$的集合. 分离应该来自$A_{\epsilon}$的总和,但我不知道如何处理这个.	real-analysis,integration,sequences-and-series,analysis
A.51	具有二项系数的系列的总和	证明$\displaystyle \sum_{r=0}^n {n+r\choose r} \frac{1}{2^{r}}= 2^{n}$我试图的$$\binom{n}{n}+\binom{n+1}{1}\frac{1}{2}+\binom{n+2}{2}\frac{1}{2^2}+\binom{n+3}{3}\frac{1}{2^3}+\cdots +\binom{n+n}{n}\frac{1}{2^n}$$$$\binom{n}{n}+\binom{n+1}{n}\frac{1}{2}+\binom{n+2}{n}\frac{1}{2^2}+\binom{n+3}{n}\frac{1}{2^3}+\cdots +\binom{n+n}{n}\frac{1}{2^n}.$$系数的$x^n$在$$(1+x)^n+(1+x)^{n+1}\frac{1}{2}+(1+x)^{n+2}\frac{1}{2^2}+\cdots\cdots +(1+x)^{2n}\frac{1}{2^n}.$$	binomial-coefficients
A.52	证明$\forall n\in\mathbb{N}$,$\exists m\in\mathbb{N}$s.t.$m>n$和$m$是正数	证明$n_1, n_2,...,n_k\in\mathbb{N}$每个部分至少是$2$然后$n=n_1n_2...n_k+1$是不可分割的任何数量$n_1, n_2,...,n_k$. B.证明否定的真相导致矛盾. (使用定理:对于所有$a,b\in\mathbb{N}$中存在一个独特的分数$q$和剩余的$r$在$\mathbb{Z^+}$中,使我们有$a=qb+r$和$n_1, n_2,...,n_k\in\mathbb{N}$0.)	proof-writing,prime-numbers
A.53	显示一个方矩阵的单边逆向是真相逆向	我们知道,对于一个组元素$g\in G$,$gh=1$并不一定意味着$hg = 1$.对于矩阵 (向量空间之间的线路地图) 的情况下,也是真的$AB = 1 \nRightarrow BA = 1$.这发生在$A$和$B$不为平方矩阵时 (在这种情况下,它们甚至不构成乘法中的组).但是如果我们限制了正方矩阵,$AB = 1 \Rightarrow BA = 1$.这是什么简单的证明,避免追逐输入,并仅仅使用线路变化的向量空间结构? (事实上,如果我们可以证明这一点,我认为这可能意味着一个组有一个单边的反向,但不是双边的),它必须是无限的,因为每个有限的组都承认一个有限的维度表示.	linear-algebra,group-theory
A.54	通过使用一个角形参数,显示$P(N) = (S|S ⊆ N)$的权力组是不可计数的.	通过使用一个角形参数,显示$P(N) = (S|S ⊆ N)$的权力组是不可数的.	discrete-mathematics,elementary-set-theory
A.55	问问1?	如果我们设置$\sqrt{-1}$为新数,具有$(\sqrt{-1})^2 = -1$的属性,那么我可以写$$\frac{1}{\sqrt{-1}}=\sqrt{\frac{1}{-1}}=\sqrt{-1}.$$	complex-numbers,definition
A.56	涉及素数的奇怪逻辑公式	让$S$是一个不空的自然数组.下列公式$$ \exists p\ \bigl(\text{$p$ is prime } \rightarrow \forall x  \text{ ($x$ is prime)}\bigr)  $$是真的还是错误的$S$?我知道这个问题的答案,但使用一些扣除系统来得出结论的最短途径是什么?	logic,first-order-logic
A.57	连接域的连续一对一函数的预示图不连续.	我知道,由于$B$,是$\mathbb{R}^n$的紧子集,以及$f : B \to \mathbb{R}^m$的紧子集,是连续注射 (一对一) 函数,$f^{-1}$在$f(B)$上是连续的. (这是真的).我也知道,连接子集$X$的图像$f(X)$在连续函数下连接.现在让$X$是连接的 (非紧) 子集$\mathbb{R}^n$,$f : X \to \mathbb{R}^m$是连续注射 (一对一) 函数.我试图 (并努力) 为 $f(X)$上映射$f^{-1} : f(X) \mapsto X$不连续的反例提供. (一个严格的,参数化的例子).提前感谢!	real-analysis,general-topology,analysis,continuity,metric-spaces
A.58	证明$3\arcsin \frac{1}{4} + \arccos \frac {11}{16} = \frac {\pi}{2}$	没有人能帮我做这个练习吗?我真的不知道从哪里开始,我不知道如何证明.你不必完全回答,只给我一个提示.	trigonometry
A.59	复数证明$\sum_{d|n}{\phi(d)}=n$	我正在寻找多种证明这个说法:这里$\phi(n)$表示Euler的 totient$$\sum_{d|n}{\phi(d)}=n$$这里有一个:通过独特的因子化定理:$n=\prod_{k=1}^{m}{p_k^{\alpha_k}}$和$d=\prod_{k=1}^{m}{p_k^{\beta_k}}$	group-theory,number-theory,alternative-proof,big-list
A.60	当 n 倾向于无限时,一个序列的限制值	问:让$a_{n} \;=\; \left ( 1-\frac{1}{\sqrt{2}} \right ) ... \left ( 1- \frac{1}{\sqrt{n+1}} \right )$ ,$n \geq 1$.然后$\lim_{n\rightarrow \infty } a_{n}$ (A) 相当于$1$ (B) 不存在 (C) 相当于$\frac{1}{\sqrt{\pi }}$ (D) 相当于$0$ 我的方法:-我没有得到一个特定的方向或任何程序来简化$a_{n}$并找到它的值当n倾向于无限时.所以,我试图这样简单地替换值并试图找到限制值:-$\left ( 1-\frac{1}{\sqrt{1+1}} \right ) * \left ( 1-\frac{1}{\sqrt{2+1}} \right )*\left ( 1-\frac{1}{\sqrt{3+1}} \right )*\left ( 1-\frac{1}{\sqrt{4+1}} \right )*\left ( 1-\frac{1}{\sqrt{5+1}} \right )*\left ( 1-\frac{1}{\sqrt{6+1}} \right )*\left ( 1-\frac{1}{\sqrt{7+1}} \right )*\left ( 1-\frac{1}{\sqrt{8+1}} \right )*.........*\left ( 1-\frac{1}{\sqrt{n+1}}    \right )$ =$(0.293)*(0.423)*(0.5)*(0.553)*(0.622)*(0.647)*(0.667)* ....$ =0.009*...所以,这里值倾向于零.我认为$a_{n} \;=\; \left ( 1-\frac{1}{\sqrt{2}} \right ) ... \left ( 1- \frac{1}{\sqrt{n+1}} \right )$0的选择是正确的.我试图像这样的$a_{n} \;=\; \left ( 1-\frac{1}{\sqrt{2}} \right ) ... \left ( 1- \frac{1}{\sqrt{n+1}} \right )$1 =$a_{n} \;=\; \left ( 1-\frac{1}{\sqrt{2}} \right ) ... \left ( 1- \frac{1}{\sqrt{n+1}} \right )$2现在,再次我试图进一步简化并找到$a_{n}$在$a_{n} \;=\; \left ( 1-\frac{1}{\sqrt{2}} \right ) ... \left ( 1- \frac{1}{\sqrt{n+1}} \right )$3接近无限时的值.请帮忙解决这个问题.	calculus,sequences-and-series,limits,products
A.61	存在的$i, j \in \mathbb{N}$是这样的,$n=3i+5j$为$n\ge 8$	证明 $i, j \in \mathbb{N}$存在,所以 $n=3i+5j$对 $n\ge 8$ 我在这个练习中很难证明,我试图通过诱导证明:基础步骤: $n=8 \implies 8=3\cdot1+5\cdot 1$ $n=9 \implies 9=3\cdot3+5\cdot0$ $n=10 \implies 10=3\cdot0+5\cdot2$ 诱导步骤:如果这是对 $n=h$ 的确实,那么它必须是对 $n=h+1$ 的确实.	elementary-number-theory,discrete-mathematics,induction,diophantine-equations
A.62	证明理数集合和整数集合的卡丁度是等式的	我刚刚在几天前在我的分类学习了关于卡丁度,这在作业中.这对我来说相当困惑,我甚至不确定从哪里开始.这里是完整的问题:让$\mathbb{Q}$表示理数组,$\mathbb{Z}$表示整数组.证明$|\mathbb{Q}| = |\mathbb{Z}|$.我想说$\mathbb{Q}$中的每个元素都可以被写成$\mathbb{Z} \times \mathbb{Z}$中的某个元素,但我仍然不知道如何证明这是一个 bijection,甚至如何证明$|\mathbb{Z} \times \mathbb{Z}| = |\mathbb{Z}|$.任何帮助都会非常感谢.	discrete-mathematics
A.63	超过$2$的正整数的$\gcd$和$\text{lcm}$	对于任何两个正整数${n_1,n_2}$,它们最大的共同分数和最小的共同倍数之间的关系是给出的$$\text{lcm}(n_1,n_2)=\frac{n_1 n_2}{\gcd(n_1,n_2)}$$. 如果我有一组$r$正整数${n_1,n_2,n_3,...,n_r}$,是否同样的关系是?	proof-explanation,greatest-common-divisor,least-common-multiple
A.64	假设 f: [a, b] → R 是连续的,而 f([a, b])  [a, b].证明存在一个满足 f(c) = c 的点 c ∈ [a, b].	假设$f : [a, b] \to \mathbb{R}$是连续的,而$f([a, b]) \subset [a, b]$是连续的.证明存在一个$c \in [a, b]$满足$f(c) = c$的点. (如果$f(a) = a$或$f(b) = b$没有什么可显示的,那么你也可以假设$f(a) = a$和$f(b) = b$.因为$f$在$[a, b]$中取出其值,这就像假设$f(a) > a$和$f : [a, b] \to \mathbb{R}$0一样.) 到目前为止,我有: Pf.假设$f : [a, b] \to \mathbb{R}$1和$f : [a, b] \to \mathbb{R}$2.让$f : [a, b] \to \mathbb{R}$3这样做$f : [a, b] \to \mathbb{R}$4和$f : [a, b] \to \mathbb{R}$5这意味着$f : [a, b] \to \mathbb{R}$6.注意$f : [a, b] \to \mathbb{R}$7. f是连续的$f : [a, b] \to \mathbb{R}$8,有一些$f : [a, b] \to \mathbb{R}$9这样的$f([a, b]) \subset [a, b]$0比$f([a, b]) \subset [a, b]$1小或等于$f([a, b]) \subset [a, b]$1小或等于$f([a, b]) \subset [a, b]$2...这是我困在的地方,因为我不认为我可以假设通过中间值的$f([a, b]) \subset [a, b]$3定律.	real-analysis,continuity,proof-explanation
A.65	我们如何显示$e^{-2\lambda t}\lambda^2\le\frac1{e^2t^2}$对所有$\lambda,t\ge0$?	如何证明$$e^{-2\lambda t}\lambda^2\le\frac1{e^2t^2}\tag1$$是所有$\lambda,t\ge0$的?将$\ln$应用到两侧,结果是$(1)$应该相当于$$t\lambda\le e^{t\lambda-1}\tag2.$$	calculus,inequality,exponential-function
A.66	如果$x,h \in \mathbb{R}^d$和$A \in \mathbb{R}^{d\times d}$是可以证明$(x^TAh)^T = h^TA^Tx$是正确的吗?	如果$x,h \in \mathbb{R}^d$和$A \in \mathbb{R}^{d\times d}$是可以证明$(x^TAh)^T = h^TA^Tx$是正确的吗?	linear-algebra,transpose
A.67	矩阵组合	如果A是$k\times k$矩阵,B是$k\times l$矩阵,C是$l\times l$矩阵,证明:$\det{\begin{bmatrix}A&B\\O&C\end{bmatrix}}=\det(A)\det(C)$ O是矩阵,所有的元素都等于零.我知道一些计算定数的规则,但我不知道如何开始这个问题.	calculus,determinant
A.68	证明$a^n+1$是可乘以$a + 1$的,如果$n$是奇数	证明$a^n+1$是可除以$a + 1$的,如果$n$是奇数:我们知道$a$不能是$-1$和$n \in \mathbb{N}$.由于$n$必须是奇数,我们可以重新写$n$为$2k+1$.现在我们假设它是可以证明它是可用在下一个术语.$$a^{2(k+1)+1}+1$$ $$=a^{2k+3}+1$$ $a^n+1$0 $a^n+1$1我不确定接下来该怎么做.因为$a^n+1$2意味着指数术语将是偶数,因此你不能使用事实是$a^n+1$是可除以$a + 1$的,如果$n$是奇数.	polynomials,induction,divisibility
A.69	具有两个可变参数的诱导	所以我被分配了这个宿題问题:我试图给我的教授和我的TA发电子邮件,他们的解释似乎矛盾.我的教授回答说,我需要证明的陈述是"公式是正确的$0 \leq s \leq n$".而我的TA告诉我我需要使用引入对两个变量,我不确定如何做到.任何帮助都很值得感谢!	combinatorics
A.70	证明$\sum_{j=0}^{N-1}\cos\frac{\left(2j+1\right)\pi}{2N}=0$	我试图使用尤勒公式,然后把几何系列的第一个$N$项总结起来,但它没有成功.有任何想法吗?	trigonometry,summation
A.71	显示,通过引感,$1^2 + 2^2 + .... + n^2 = \frac{n(n+1)(2n+1)}{6}$	现在要用诱导来显示这个,我想我需要用诱导来显示这个,所以我需要重写$1^2 + 2^2 + .... + n^2 = \frac{n(n+1)(2n+1)}{6}$0等于$1^2 + 2^2 + .... + n^2 = \frac{n(n+1)(2n+1)}{6}$1.有人看到我能怎么做到吗?或者有其他解决方案吗?	induction
A.72	现在,我们可以说,	一组是否可以等于另一组,但前组是后组中的元素?	set-theory,axioms
A.73	帮助证明$\binom{n}{0}^2 + \binom{n}{1}^2 + ... + \binom{n}{n}^2 = \binom{2n}{n}$	证明需要通过二进制定理.我将使用下列式等式,并称之为$P$:$(1+x)^n(1+x)^n=(1+x)^{2n}$ (?-1) 解明后,我将向您提出我的问题.您将在我不完全理解的点上看到这样一个问题符号 (?-n) ,其中$n$是标志的数值.这是我对演示的疑虑,我希望有人能澄清.证明$\binom{n}{0}^2 + \binom{n}{1}^2 + ... + \binom{n}{n}^2 = \binom{2n}{n}$.我们将使用以下式等式,并称之为$P$:$(1+x)^n(1+x)^n=(1+x)^{2n}$ (?-1) 结果将被证明是发现这个等式的两个条件的$x^n$系数 (?-2).根据二进制定理,这个方程的左边系数是两个因素的产量,两个因素都等于$\binom{n}{0}1+\binom{n}{1}x+...+\binom{n}{r}x^r+...+\binom{n}{n}x^n$ 当两个因素乘以,一个在$x^n$上的总和一个长期的系数是得到的.证明$n$7.所以我们问了 $n$5.所以,我们知道 $n$5.所以,如果我们在 $n$5.	discrete-mathematics,binomial-coefficients,binomial-theorem
A.74	显示函数$f:(0,\infty)\rightarrow \mathbb{R}$,$f(x)=x+\dfrac{1}{x}$的图像是间隔$[2,\infty)$.	显示函数的图像是间隔 $[2,\infty)$. 如果 $x=1$,然后 $f(1)=2$.	functions,elementary-set-theory
A.75	证明每一个整数$m$,$ \lim_{u\to \infty} \frac{u^m}{e^u} = 0 $	我不确定如何显示每个整数$m$,$ \lim_{u\to \infty} \frac{u^m}{e^u} = 0 $的方法.看看解决方案,它开始于$e^u$$>$$\frac{u^{m+1}}{(m+1)!}$但不确定这是一个逻辑的步骤.	real-analysis,calculus,limits
A.76	通过算术进步覆盖$\mathbb{Z}$	我从一个老考试中解决问题 (在拓学中,但我已经把问题转化为更多的代数术语).问题是这样的:让$a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$在 $a\in \mathbb{Z}$和 $b\in  \mathbb{Z}-\{0\}$中.假设我们有这样的集合集合 $\{a_i+b_i\mathbb{Z}\mid i \in \mathbb{N}\}$ 满足:$$\bigcup_{i \in \mathbb{N}}(a_i+b_i\mathbb{Z})=\mathbb{Z}$$ 显示是否总是可以提取有限的 $I\subset \mathbb{N}$ s.t. $$\bigcup_{i \in I}(a_i+b_i\mathbb{Z})=\mathbb{Z}$$ 不幸的是,我似乎忘记了很多基本代数...然而,我尝试过了一些东西:让 $\{p_k\}=\{2,3,5,\dots\}$ 成为素数组.我们可以构建:$$\left(\bigcup_{k\in \mathbb{N}}(0+p_k\mathbb{Z})\right)\cup (-1+\ell_1 \mathbb{Z})\cup (1+\ell_2\mathbb{Z})=\mathbb{Z}$$为一些适当的非负数整数 $a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$0.我们可以证明 $a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$1.假设有一个有限的子集合 $a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$2, $a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$3 s.t. $a+b\mathbb{Z}=\{z\in \mathbb{Z}\mid z = a+bk \text{ for some  }k\in \mathbb{Z}\}$4.	general-topology,elementary-number-theory
A.77	证明$(- 1) (- 1) = 1$关系是分布法的结果	证明$(- 1) (- 1) =  1$关系是分布法的结果.这个问题是安德烈·韦尔"初学者数理论"的第一个问题.我无法从哪里开始.我试图使用$1\cdot 1 = 1$和$ 1\cdot x = x $,但不能得到任何地方.你能帮我一个提示吗?我愿意从那里工作.	elementary-number-theory
A.79	复杂指数不平等	鲁丁在现实和复杂分析中使用这一点在第9章开始附近的证明中:$\displaystyle \left \vert{ \frac {e^{-ixu}-1}{u}}\right\vert \le \vert x \vert$为所有现实$u \ne 0$为什么这是真的?编辑:我相信$x$是真实的	inequality,exponential-function,fourier-transform
A.80	为什么这个证明,所有有限子集的集合是可计的集合,	我在StackExchange线程中发现了这个证明,发现它很容易理解和简单:"其他答案给出了某种公式,就像你试图这样做.但是,最简单的方式来看出$\mathbb{N}$的所有有限子集的集合是可计数的,可能是这样.如果你能列出一组的元素,其中一个首先出现,然后下一个,等等,那么这表明集合是可计数的.这里有一个简单的模式.只要从最小的元素开始.$$\emptyset, \{1\}, \{2\}, \{1, 2\}, \{3\}, \{1, 3\}, \{2, 3\}, \{1, 2, 3\}, \{4\}, \ldots$$换句话说,首先出现$\{1\}$,然后出现$\{2\}$.每次你引入一个新的整数,$n$,列出$[n] = \{1, 2, \ldots, n\}$的所有子集,包含$n$ (那些没有$n$的子集已经出现).因此,所有子集可以显示Q7在$2^{n}$的元素的序列中.我认为这可以非常有用,但我不确定为什么我们可以应用这个方案,但我不太了解了.	analysis,elementary-set-theory,proof-explanation
A.81	任何无限集合都包含一个可计的子集.为什么我的证明是错误的?	假设$M$是无限集合. 假设1:因为$M$是无限集合,$M$0不是空集合.所以,存在$M$1.定义$M$2为$M$3和$M$4.显然,$M$5是 $f(1)$的注射.定义$f(1) := x$为$M$.让$M$7是一个任意的数.如果我计算$\{1\}$到$M$. (2) 假设从$\{1, \cdots, n\}$到$M$的注射 $f$存在.	elementary-set-theory,axiom-of-choice
A.82	所有确定整体均以周期函数为0.	我知道我的推理是错误的,我只是不知道我错了什么.我和我的数学老师讨论了这个问题,甚至她也找不到我错了什么.让我们首先假设一个函数,$f(x)$是连续的,并且在$[0, 2\pi]$间隔中具有反导数.让$A$是$f(x)$的曲线下面的区域.	calculus,integration,trigonometry,definite-integrals,inverse-function
A.83	算数的逆数的数量序列是否有限?	我现在在读Spivak Ch.22 (无限序列) 上.他在书面部分中提到,确定序列的边界并不容易.考虑到这一点,他给了我们一个序列在我们了解边界的更多之前,我们要过.这个序列是:$$1, 1+\frac{1}{2}, 1+\frac{1}{2}+\frac{1}{3}, 1+\frac{1}{2}+\frac{1}{3}+\frac{1}{4}, . . .$$我知道一个序列是边界的,如果有一个数字$M$这样的$a_n\leq M$为所有$n$.	calculus,sequences-and-series,harmonic-numbers
A.84	在$Z[x]$中,${4,x}$生成的理想是主要的理想吗?	我有:$I=<p,x>$不是$Z[x]$中的一个主要理想,其中p是素数.我的问题:$I=<p,x>$是$Z[x]$中的一个主要理想,其中p不是素数?	abstract-algebra,ring-theory,ideals,principal-ideal-domains
A.85	预期错误到达$N$位置的步骤数	一个bug开始于$0$时,在$0$位置.在每一步,bug要么通过$1$步骤$(+1)$移动到右边,可能是$1/2$的可能性,要么返回原始的可能性$1/2$.这个bug达到$N$位置的预期步骤数量是多少?我试图首先找到这个bug达到$N$的可能性,因为步骤数量达到无限.我发现的复发式方程是$$p_n = \frac{1}{2}p_{n-1}$$,其中$p_n$是从$n$位置开始的bug达到$N$的可能性.我们也有一个边界条件$p_N = 1$.然后我们看到$0$0,和$0$1,这根本没有意义,因为它比$1$大.我认为我应该先排列错误的可能性值,然后考虑步骤数量.我确定有什么与预期的复发式有关,但它是关于?	markov-chains,random-walk
A.86	是否是真的$\sum_{k=0}^{n}k\cdot \left(\begin{array}{l}{n}\\{k}\end{array}\right)=O\left(2 ^ {n\log _{3}n}\right)?$	问题: $\sum_{k=0}^{n}k\cdot \left(\begin{array}{l}{n}\\{k}\end{array}\right)=O\left( 2 ^ {n\log _{3}n}\right)?$ 是真的吗? $$\sum_{k=0}^{n}k\cdot \left(\begin{array}{l}{n}\\{k}\end{array}\right)\leq \sum_{k=0}^{n}k\cdot \left(\begin{array}{l}{n}\\{\lfloor \frac{n}{2}\rfloor}\end{array}\right)\leq \frac{n\cdot(n+1)}{2}\cdot \left(\begin{array}{l}{n}\\{\lfloor \frac{n}{2}\rfloor}\end{array}\right)\leq n(n+1)! \leq nn^n \leq n^{n+1}$$ 我认为上限太大了,	combinatorics,elementary-number-theory,discrete-mathematics
A.87	如果所有的$a_{i}$都是正确的,这是真的吗?	如果$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$ ,是真的吗$\forall n \in \Bbb{N} : \big(\sum_{i=1}^{n}a_{i}\big) \big(\sum_{i=1}^{n}  \frac{1}{a_{i}}\big) \ge n^2$ ?我已经能够证明这对$n=1$ ,$n=2$和$n=3$都是真的.我不能用以下符号证明:Lema 1:让$a,b \in \Bbb{R}^+$.如果$ab =1$然后$a+b \ge 2$ 例如,$n=3$的情况可以证明这样:让$a,b,c \in \Bbb{R}^+$.然后我们有:$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$0 $\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$1通过符号 1,$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$2,$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$3和$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$4 ,因此:$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$5但是我不确定所有自然$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$6的一般化版本是真的.我不能提出一个反示例证明,当我试图通过诱导证明它时,我会陷入困境.这里是我的尝试:$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$7基础案例:$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$8 ,所以$\forall i \in \Bbb{N}: a_{i} \in \Bbb{R}^+$9是真的.让我们假设:我假设Q20是真的.	algebra-precalculus,inequality
A.88	几项式 $x^4+10x^2+1$ 是可减小于 $\mathbb{Z}[x]$ 的吗?	几项式 $x^4+10x^2+1$ 是可减小于 $\mathbb{Z}[x]$ 的吗?	abstract-algebra,ring-theory,field-theory,irreducible-polynomials
A.89	像 pythagorean 的方程的参数化	已知任何完全的参数化法方程 $$ A^{2} + B^{2} = C^{2} + D^{2} $$ 在 $A, B, C, D$ 是 (正) 理数,或相等,整数?	number-theory,diophantine-equations
A.90	关于逆矩阵的定义的问题	根据定义,如果$A$是$ n \times n $矩阵,则$A$的逆向是$ n \times n $矩阵$A^{-1}$具有这样的属性:$$ A^{-1}A=\mathbb I_n \ \ \land \ \ AA^{-1}=\mathbb I_n \ \ \ \ (1)$$是$ \mathbb I_n $是$ n \times n $身份矩阵.有没有任何情况下$ A^{-1}A=\mathbb I_n$是$AA^{-1} \neq \mathbb I_n$或相反的情况 (因此 (1) 发表错误声明)?	linear-algebra,matrices
A.91	连续函数,达到其范围的每个值的精确2次.	现在,我们可以说, $\mathbb{R}\to\mathbb{R}$ 函数是不是从 $\mathbb{R}\to\mathbb{R}$ 函数中得到的,它达到所有可能的值 (每个值在它的范围中) 正确的 $2$ 倍 (例如, $x^2$ 没有 $0$ 则会完美).	real-analysis,calculus
A.92	在$\mathbb F_q[X,Y]$中是否存在一个最大的理想?	鉴于无限的场子$K$,可以证明$K[X,Y]$的任何最大理想都不能是主体.事实上,每一个非主体素数理想都是最大理想,并且可以由两个多项生成.我想知道是否在$\mathbb F_q[X,Y]$中得到相同的结果.我们是否能为某种不可减小的多项 $P$找到一个主要理想$I = (P(X,Y))$是最大理想?这样的多项 $P$在$X$和$K[X,Y]$中都必须具有正数级.事实上,每一个不减小的多项 $Q(X)$在一个变量中,比分 $$\mathbb F_q[X,Y]/(Q(X))\cong (\mathbb F_q[X]/(Q(X)))[Y]$$是多项项多项的环,因此,永远不能成为一个领域.此外,这样的多项 $P$可以为 $K$1,其中的多项 $K$2和 $K$15的结果,但如果我们试图在$K$和 $K$的任何一个前进式中确定 $K$和 $K$的结果,我们可以得出这样的结论.	polynomials,commutative-algebra,field-theory,finite-fields
A.93	具有特征的多项式$AB =$具有特征的多项式$ BA$?	如何证明$det(xI - AB) = det(xI - BA)$如果$A$和$B$是单数矩阵	linear-algebra,polynomials
